2009.05.05 05:41:10,GPSD=050509,GPST=054109.000,LAT=6723.6388,NS=N,LONG=2636.8107,EW=E,T=17.96,U=26.9,T1=25.238,T2=25.048,T3=25.082,T4=25.537,UVB1=0.000,UVB2=0.000,UVB3=0.001,UVB4=0.010,SR4=9.952,SR5=9.952,SR6=10.718,SR7=10.718,AntHeight=210,GeoidHeight=22
2009.05.05 06:30:30,GPSD=050509,GPST=063029.000,LAT=6736.7593,NS=N,LONG=2644.1771,EW=E,T=0.72,U=88.0,T1=24.948,T2=25.219,T3=24.796,T4=24.805,UVB1=0.079,UVB2=0.005,UVB3=0.066,UVB4=0.006,SR4=701.236,SR5=166.888,SR6=796.929,SR7=169.185,AntHeight=339,GeoidHeight=22
2009.05.05 06:30:40,GPSD=050509,GPST=063039.000,LAT=6737.0040,NS=N,LONG=2644.2074,EW=E,T=0.72,U=88.3,T1=24.960,T2=25.132,T3=24.857,T4=24.774,UVB1=0.077,UVB2=0.004,UVB3=0.067,UVB4=0.005,SR4=705.829,SR5=180.668,SR6=851.282,SR7=180.668,AntHeight=339,GeoidHeight=22
2009.05.05 06:30:50,GPSD=050509,GPST=063049.000,LAT=6737.2387,NS=N,LONG=2644.2082,EW=E,T=0.67,U=88.3,T1=24.971,T2=24.865,T3=25.009,T4=25.293,UVB1=0.081,UVB2=0.006,UVB3=0.068,UVB4=0.018,SR4=723.437,SR5=170.716,SR6=878.842,SR7=173.012,AntHeight=337,GeoidHeight=22
2009.05.05 06:31:00,GPSD=050509,GPST=063059.000,LAT=6737.4746,NS=N,LONG=2644.1823,EW=E,T=0.65,U=88.4,T1=24.979,T2=24.861,T3=25.093,T4=25.293,UVB1=0.082,UVB2=0.007,UVB3=0.070,UVB4=0.016,SR4=722.671,SR5=159.998,SR6=871.186,SR7=164.591,AntHeight=340,GeoidHeight=22
2009.05.05 06:31:10,GPSD=050509,GPST=063109.000,LAT=6737.7146,NS=N,LONG=2644.1385,EW=E,T=0.65,U=88.6,T1=24.987,T2=25.109,T3=25.097,T4=25.385,UVB1=0.079,UVB2=0.008,UVB3=0.069,UVB4=0.018,SR4=652.242,SR5=182.199,SR6=799.991,SR7=181.433,AntHeight=340,GeoidHeight=22
2009.05.05 06:31:20,GPSD=050509,GPST=063119.000,LAT=6737.9538,NS=N,LONG=2644.0604,EW=E,T=0.59,U=88.4,T1=24.994,T2=25.219,T3=24.987,T4=25.446,UVB1=0.090,UVB2=0.007,UVB3=0.079,UVB4=0.017,SR4=790.039,SR5=198.275,SR6=1028.122,SR7=199.041,AntHeight=340,GeoidHeight=22
2009.05.05 06:31:30,GPSD=050509,GPST=063129.000,LAT=6738.1959,NS=N,LONG=2643.9688,EW=E,T=0.55,U=88.7,T1=24.994,T2=25.116,T3=24.826,T4=25.018,UVB1=0.074,UVB2=0.005,UVB3=0.060,UVB4=0.004,SR4=719.609,SR5=167.654,SR6=856.641,SR7=169.950,AntHeight=342,GeoidHeight=22
2009.05.05 06:31:40,GPSD=050509,GPST=063139.000,LAT=6738.4387,NS=N,LONG=2643.8716,EW=E,T=0.53,U=88.9,T1=24.998,T2=24.849,T3=24.792,T4=25.049,UVB1=0.069,UVB2=0.004,UVB3=0.055,UVB4=0.004,SR4=539.707,SR5=138.563,SR6=610.137,SR7=137.032,AntHeight=340,GeoidHeight=22
2009.05.05 06:31:50,GPSD=050509,GPST=063149.000,LAT=6738.6790,NS=N,LONG=2643.7744,EW=E,T=0.47,U=89.2,T1=24.998,T2=24.865,T3=24.964,T4=25.018,UVB1=0.082,UVB2=0.006,UVB3=0.066,UVB4=0.008,SR4=517.506,SR5=133.970,SR6=573.391,SR7=133.204,AntHeight=341,GeoidHeight=22
2009.05.05 06:32:00,GPSD=050509,GPST=063159.000,LAT=6738.9174,NS=N,LONG=2643.6974,EW=E,T=0.43,U=88.8,T1=25.032,T2=25.112,T3=25.063,T4=24.957,UVB1=0.092,UVB2=0.006,UVB3=0.080,UVB4=0.007,SR4=627.744,SR5=156.171,SR6=759.417,SR7=155.405,AntHeight=338,GeoidHeight=22
2009.05.05 06:32:10,GPSD=050509,GPST=063209.000,LAT=6739.1556,NS=N,LONG=2643.6051,EW=E,T=0.45,U=88.9,T1=25.025,T2=25.219,T3=25.109,T4=24.866,UVB1=0.094,UVB2=0.005,UVB3=0.091,UVB4=0.007,SR4=785.446,SR5=186.027,SR6=1122.284,SR7=185.261,AntHeight=334,GeoidHeight=22
2009.05.05 06:32:20,GPSD=050509,GPST=063219.000,LAT=6739.3979,NS=N,LONG=2643.5147,EW=E,T=0.43,U=89.1,T1=25.013,T2=25.116,T3=25.036,T4=24.805,UVB1=0.095,UVB2=0.008,UVB3=0.091,UVB4=0.010,SR4=807.646,SR5=241.146,SR6=1333.574,SR7=242.677,AntHeight=334,GeoidHeight=22
2009.05.05 06:32:30,GPSD=050509,GPST=063229.000,LAT=6739.6424,NS=N,LONG=2643.4513,EW=E,T=0.45,U=89.2,T1=25.006,T2=24.849,T3=24.884,T4=24.744,UVB1=0.103,UVB2=0.007,UVB3=0.089,UVB4=0.010,SR4=682.863,SR5=225.069,SR6=1112.332,SR7=241.911,AntHeight=337,GeoidHeight=22
2009.05.05 06:32:40,GPSD=050509,GPST=063239.000,LAT=6739.8827,NS=N,LONG=2643.4141,EW=E,T=0.49,U=88.6,T1=24.990,T2=24.865,T3=24.784,T4=24.805,UVB1=0.102,UVB2=0.008,UVB3=0.098,UVB4=0.008,SR4=534.348,SR5=173.778,SR6=934.726,SR7=180.668,AntHeight=341,GeoidHeight=22
2009.05.05 06:32:50,GPSD=050509,GPST=063249.000,LAT=6740.1271,NS=N,LONG=2643.3821,EW=E,T=0.49,U=88.5,T1=24.975,T2=25.101,T3=24.895,T4=25.323,UVB1=0.093,UVB2=0.010,UVB3=0.095,UVB4=0.022,SR4=751.762,SR5=305.451,SR6=1833.472,SR7=302.389,AntHeight=336,GeoidHeight=22
2009.05.05 06:33:00,GPSD=050509,GPST=063259.000,LAT=6740.3765,NS=N,LONG=2643.3556,EW=E,T=0.51,U=88.7,T1=24.964,T2=25.219,T3=25.051,T4=25.415,UVB1=0.089,UVB2=0.008,UVB3=0.073,UVB4=0.019,SR4=649.179,SR5=253.394,SR6=938.554,SR7=261.050,AntHeight=337,GeoidHeight=22
2009.05.05 06:33:10,GPSD=050509,GPST=063309.000,LAT=6740.6234,NS=N,LONG=2643.3592,EW=E,T=0.53,U=88.9,T1=24.945,T2=25.128,T3=25.105,T4=25.415,UVB1=0.090,UVB2=0.005,UVB3=0.074,UVB4=0.016,SR4=665.256,SR5=204.400,SR6=881.138,SR7=211.290,AntHeight=341,GeoidHeight=22
2009.05.05 06:33:20,GPSD=050509,GPST=063319.000,LAT=6740.8407,NS=N,LONG=2643.6241,EW=E,T=0.55,U=88.7,T1=24.933,T2=24.857,T3=25.086,T4=25.018,UVB1=0.093,UVB2=0.006,UVB3=0.067,UVB4=0.007,SR4=780.853,SR5=165.357,SR6=817.599,SR7=168.419,AntHeight=342,GeoidHeight=22
2009.05.05 06:33:30,GPSD=050509,GPST=063329.000,LAT=6740.9887,NS=N,LONG=2644.1256,EW=E,T=0.59,U=88.9,T1=24.884,T2=24.857,T3=24.960,T4=25.049,UVB1=0.085,UVB2=0.006,UVB3=0.071,UVB4=0.006,SR4=679.801,SR5=180.668,SR6=805.350,SR7=182.964,AntHeight=334,GeoidHeight=22
2009.05.05 06:33:40,GPSD=050509,GPST=063339.000,LAT=6741.1331,NS=N,LONG=2644.6247,EW=E,T=0.57,U=89.0,T1=24.880,T2=25.101,T3=24.815,T4=25.018,UVB1=0.081,UVB2=0.007,UVB3=0.070,UVB4=0.008,SR4=684.394,SR5=150.046,SR6=846.689,SR7=153.108,AntHeight=332,GeoidHeight=22
2009.05.05 06:33:50,GPSD=050509,GPST=063349.000,LAT=6741.2850,NS=N,LONG=2645.1093,EW=E,T=0.61,U=88.9,T1=24.872,T2=25.219,T3=24.807,T4=24.988,UVB1=0.081,UVB2=0.005,UVB3=0.070,UVB4=0.008,SR4=653.773,SR5=146.984,SR6=809.178,SR7=144.687,AntHeight=331,GeoidHeight=22
2009.05.05 06:34:00,GPSD=050509,GPST=063359.000,LAT=6741.4627,NS=N,LONG=2645.5339,EW=E,T=0.65,U=88.9,T1=24.872,T2=25.135,T3=24.994,T4=24.896,UVB1=0.079,UVB2=0.004,UVB3=0.070,UVB4=0.005,SR4=604.778,SR5=121.721,SR6=794.632,SR7=125.549,AntHeight=332,GeoidHeight=22
2009.05.05 06:34:10,GPSD=050509,GPST=063409.000,LAT=6741.6592,NS=N,LONG=2645.8968,EW=E,T=0.70,U=88.5,T1=24.872,T2=24.872,T3=25.082,T4=24.927,UVB1=0.085,UVB2=0.004,UVB3=0.072,UVB4=0.005,SR4=661.428,SR5=90.334,SR6=826.785,SR7=92.631,AntHeight=332,GeoidHeight=22
2009.05.05 06:34:20,GPSD=050509,GPST=063419.000,LAT=6741.8623,NS=N,LONG=2646.2177,EW=E,T=0.70,U=88.0,T1=24.880,T2=24.857,T3=25.112,T4=24.774,UVB1=0.092,UVB2=0.008,UVB3=0.081,UVB4=0.009,SR4=669.849,SR5=176.075,SR6=927.071,SR7=172.247,AntHeight=326,GeoidHeight=22
2009.05.05 06:34:30,GPSD=050509,GPST=063429.000,LAT=6742.0644,NS=N,LONG=2646.5221,EW=E,T=0.74,U=87.4,T1=24.891,T2=25.093,T3=25.036,T4=24.805,UVB1=0.096,UVB2=0.007,UVB3=0.085,UVB4=0.009,SR4=688.222,SR5=192.151,SR6=1025.060,SR7=192.917,AntHeight=325,GeoidHeight=22
2009.05.05 06:34:40,GPSD=050509,GPST=063439.000,LAT=6742.2542,NS=N,LONG=2646.8624,EW=E,T=0.74,U=87.3,T1=24.903,T2=25.223,T3=24.876,T4=25.262,UVB1=0.104,UVB2=0.007,UVB3=0.088,UVB4=0.017,SR4=789.273,SR5=193.682,SR6=1073.289,SR7=199.041,AntHeight=331,GeoidHeight=22
2009.05.05 06:34:50,GPSD=050509,GPST=063449.000,LAT=6742.3783,NS=N,LONG=2647.3617,EW=E,T=0.72,U=87.1,T1=24.918,T2=25.151,T3=24.796,T4=25.323,UVB1=0.105,UVB2=0.010,UVB3=0.092,UVB4=0.024,SR4=842.861,SR5=235.021,SR6=1113.098,SR7=237.318,AntHeight=325,GeoidHeight=22
2009.05.05 06:35:00,GPSD=050509,GPST=063459.000,LAT=6742.4786,NS=N,LONG=2647.9210,EW=E,T=0.76,U=87.0,T1=24.929,T2=24.876,T3=24.929,T4=25.415,UVB1=0.108,UVB2=0.035,UVB3=0.096,UVB4=0.052,SR4=790.805,SR5=443.249,SR6=1147.547,SR7=441.718,AntHeight=335,GeoidHeight=22
2009.05.05 06:35:10,GPSD=050509,GPST=063509.000,LAT=6742.5637,NS=N,LONG=2648.5169,EW=E,T=0.82,U=86.9,T1=24.945,T2=24.857,T3=25.082,T4=25.049,UVB1=0.107,UVB2=0.038,UVB3=0.092,UVB4=0.045,SR4=834.440,SR5=520.568,SR6=1070.993,SR7=528.989,AntHeight=356,GeoidHeight=22
2009.05.05 06:35:20,GPSD=050509,GPST=063519.000,LAT=6742.6427,NS=N,LONG=2649.1204,EW=E,T=0.82,U=87.0,T1=24.960,T2=25.093,T3=25.120,T4=25.018,UVB1=0.104,UVB2=0.036,UVB3=0.088,UVB4=0.043,SR4=736.451,SR5=503.726,SR6=948.506,SR7=510.616,AntHeight=380,GeoidHeight=22
2009.05.05 06:35:30,GPSD=050509,GPST=063529.000,LAT=6742.7358,NS=N,LONG=2649.7010,EW=E,T=0.76,U=87.1,T1=24.971,T2=25.227,T3=25.086,T4=25.018,UVB1=0.100,UVB2=0.009,UVB3=0.085,UVB4=0.010,SR4=668.318,SR5=228.131,SR6=897.215,SR7=248.036,AntHeight=382,GeoidHeight=22
2009.05.05 06:35:40,GPSD=050509,GPST=063539.000,LAT=6742.8386,NS=N,LONG=2650.2483,EW=E,T=0.78,U=86.8,T1=24.983,T2=25.143,T3=24.941,T4=24.957,UVB1=0.098,UVB2=0.009,UVB3=0.087,UVB4=0.012,SR4=668.318,SR5=192.151,SR6=982.190,SR7=198.275,AntHeight=374,GeoidHeight=22
2009.05.05 06:35:50,GPSD=050509,GPST=063549.000,LAT=6742.9505,NS=N,LONG=2650.7971,EW=E,T=0.72,U=86.6,T1=24.994,T2=24.876,T3=24.807,T4=24.927,UVB1=0.100,UVB2=0.004,UVB3=0.086,UVB4=0.007,SR4=699.705,SR5=122.487,SR6=1002.094,SR7=127.080,AntHeight=359,GeoidHeight=22
2009.05.05 06:36:00,GPSD=050509,GPST=063559.000,LAT=6743.0663,NS=N,LONG=2651.3389,EW=E,T=0.70,U=86.6,T1=25.002,T2=24.857,T3=24.880,T4=24.927,UVB1=0.101,UVB2=0.006,UVB3=0.090,UVB4=0.006,SR4=767.838,SR5=120.956,SR6=1166.686,SR7=121.721,AntHeight=350,GeoidHeight=22
2009.05.05 06:36:10,GPSD=050509,GPST=063609.000,LAT=6743.1861,NS=N,LONG=2651.8689,EW=E,T=0.70,U=86.5,T1=25.006,T2=25.101,T3=25.036,T4=24.744,UVB1=0.101,UVB2=0.007,UVB3=0.089,UVB4=0.007,SR4=786.211,SR5=124.783,SR6=1100.849,SR7=124.783,AntHeight=349,GeoidHeight=22
2009.05.05 06:36:20,GPSD=050509,GPST=063619.000,LAT=6743.3081,NS=N,LONG=2652.4067,EW=E,T=0.72,U=86.7,T1=25.006,T2=25.227,T3=25.109,T4=24.774,UVB1=0.100,UVB2=0.011,UVB3=0.082,UVB4=0.014,SR4=766.307,SR5=215.883,SR6=991.376,SR7=210.524,AntHeight=356,GeoidHeight=22
2009.05.05 06:36:30,GPSD=050509,GPST=063629.000,LAT=6743.4105,NS=N,LONG=2652.9493,EW=E,T=0.72,U=86.2,T1=25.009,T2=25.135,T3=25.112,T4=25.262,UVB1=0.106,UVB2=0.008,UVB3=0.090,UVB4=0.021,SR4=830.613,SR5=248.036,SR6=1080.945,SR7=244.973,AntHeight=353,GeoidHeight=22
2009.05.05 06:36:40,GPSD=050509,GPST=063639.000,LAT=6743.5151,NS=N,LONG=2653.4959,EW=E,T=0.72,U=86.2,T1=25.009,T2=24.868,T3=25.002,T4=25.354,UVB1=0.106,UVB2=0.014,UVB3=0.098,UVB4=0.027,SR4=883.435,SR5=295.499,SR6=1257.785,SR7=290.906,AntHeight=350,GeoidHeight=22
2009.05.05 06:36:50,GPSD=050509,GPST=063649.000,LAT=6743.6218,NS=N,LONG=2654.0460,EW=E,T=0.70,U=86.7,T1=25.044,T2=24.857,T3=24.853,T4=25.415,UVB1=0.107,UVB2=0.011,UVB3=0.099,UVB4=0.021,SR4=848.220,SR5=231.194,SR6=1382.568,SR7=237.318,AntHeight=346,GeoidHeight=22
2009.05.05 06:37:00,GPSD=050509,GPST=063659.000,LAT=6743.7264,NS=N,LONG=2654.6137,EW=E,T=0.74,U=86.9,T1=25.036,T2=25.109,T3=24.811,T4=25.049,UVB1=0.114,UVB2=0.014,UVB3=0.113,UVB4=0.015,SR4=767.073,SR5=293.202,SR6=1490.510,SR7=295.499,AntHeight=357,GeoidHeight=22
2009.05.05 06:37:10,GPSD=050509,GPST=063709.000,LAT=6743.8277,NS=N,LONG=2655.1771,EW=E,T=0.70,U=86.6,T1=25.032,T2=25.231,T3=24.987,T4=25.049,UVB1=0.114,UVB2=0.013,UVB3=0.120,UVB4=0.016,SR4=764.776,SR5=287.844,SR6=1835.769,SR7=293.968,AntHeight=356,GeoidHeight=22
2009.05.05 06:37:20,GPSD=050509,GPST=063719.000,LAT=6743.9304,NS=N,LONG=2655.7480,EW=E,T=0.67,U=86.8,T1=25.025,T2=25.132,T3=25.086,T4=25.049,UVB1=0.111,UVB2=0.013,UVB3=0.102,UVB4=0.016,SR4=756.355,SR5=262.581,SR6=1397.114,SR7=270.236,AntHeight=357,GeoidHeight=22
2009.05.05 06:37:30,GPSD=050509,GPST=063729.000,LAT=6744.0316,NS=N,LONG=2656.3163,EW=E,T=0.69,U=86.7,T1=25.009,T2=24.865,T3=25.132,T4=24.988,UVB1=0.106,UVB2=0.012,UVB3=0.097,UVB4=0.015,SR4=788.508,SR5=278.657,SR6=1439.218,SR7=286.313,AntHeight=362,GeoidHeight=22
2009.05.05 06:37:40,GPSD=050509,GPST=063739.000,LAT=6744.1269,NS=N,LONG=2656.9045,EW=E,T=0.65,U=87.2,T1=24.998,T2=24.872,T3=25.051,T4=24.927,UVB1=0.107,UVB2=0.012,UVB3=0.095,UVB4=0.013,SR4=774.728,SR5=235.787,SR6=1278.455,SR7=240.380,AntHeight=361,GeoidHeight=22
2009.05.05 06:37:50,GPSD=050509,GPST=063749.000,LAT=6744.2175,NS=N,LONG=2657.5075,EW=E,T=0.59,U=87.2,T1=24.979,T2=25.112,T3=24.899,T4=24.866,UVB1=0.106,UVB2=0.016,UVB3=0.095,UVB4=0.020,SR4=804.584,SR5=313.107,SR6=1272.330,SR7=316.169,AntHeight=357,GeoidHeight=22
2009.05.05 06:38:00,GPSD=050509,GPST=063759.000,LAT=6744.3137,NS=N,LONG=2658.0963,EW=E,T=0.59,U=87.2,T1=24.971,T2=25.231,T3=24.803,T4=24.805,UVB1=0.107,UVB2=0.004,UVB3=0.098,UVB4=0.006,SR4=813.771,SR5=245.739,SR6=1312.138,SR7=255.691,AntHeight=351,GeoidHeight=22
2009.05.05 06:38:10,GPSD=050509,GPST=063809.000,LAT=6744.4126,NS=N,LONG=2658.6783,EW=E,T=0.57,U=87.4,T1=24.956,T2=25.128,T3=24.937,T4=24.805,UVB1=0.112,UVB2=0.004,UVB3=0.111,UVB4=0.007,SR4=855.876,SR5=143.156,SR6=1431.563,SR7=158.467,AntHeight=342,GeoidHeight=22
2009.05.05 06:38:20,GPSD=050509,GPST=063819.000,LAT=6744.5156,NS=N,LONG=2659.2582,EW=E,T=0.59,U=87.5,T1=24.941,T2=24.853,T3=25.086,T4=25.262,UVB1=0.108,UVB2=0.008,UVB3=0.133,UVB4=0.016,SR4=801.522,SR5=199.806,SR6=1753.856,SR7=204.400,AntHeight=345,GeoidHeight=22
2009.05.05 06:38:30,GPSD=050509,GPST=063829.000,LAT=6744.6097,NS=N,LONG=2659.8274,EW=E,T=0.59,U=87.6,T1=24.895,T2=24.872,T3=25.128,T4=25.446,UVB1=0.112,UVB2=0.023,UVB3=0.102,UVB4=0.040,SR4=871.186,SR5=424.876,SR6=1730.124,SR7=415.689,AntHeight=350,GeoidHeight=22
2009.05.05 06:38:40,GPSD=050509,GPST=063839.000,LAT=6744.6024,NS=N,LONG=2700.4422,EW=E,T=0.59,U=88.0,T1=24.884,T2=25.120,T3=25.093,T4=25.415,UVB1=0.110,UVB2=0.016,UVB3=0.087,UVB4=0.029,SR4=961.520,SR5=332.245,SR6=1105.442,SR7=346.025,AntHeight=366,GeoidHeight=22
2009.05.05 06:38:50,GPSD=050509,GPST=063849.000,LAT=6744.4896,NS=N,LONG=2701.0112,EW=E,T=0.47,U=87.8,T1=24.876,T2=25.227,T3=24.952,T4=25.476,UVB1=0.117,UVB2=0.020,UVB3=0.095,UVB4=0.037,SR4=1048.792,SR5=400.378,SR6=1147.547,SR7=409.565,AntHeight=375,GeoidHeight=22
2009.05.05 06:39:00,GPSD=050509,GPST=063859.000,LAT=6744.3573,NS=N,LONG=2701.5570,EW=E,T=0.45,U=87.8,T1=24.872,T2=25.124,T3=24.815,T4=25.049,UVB1=0.127,UVB2=0.022,UVB3=0.099,UVB4=0.031,SR4=1241.709,SR5=411.861,SR6=1239.412,SR7=421.048,AntHeight=396,GeoidHeight=22
2009.05.05 06:39:10,GPSD=050509,GPST=063909.000,LAT=6744.2233,NS=N,LONG=2702.1025,EW=E,T=0.41,U=87.0,T1=24.880,T2=24.853,T3=24.884,T4=25.140,UVB1=0.126,UVB2=0.016,UVB3=0.097,UVB4=0.023,SR4=1094.725,SR5=307.748,SR6=1079.414,SR7=315.403,AntHeight=402,GeoidHeight=22
2009.05.05 06:39:20,GPSD=050509,GPST=063919.000,LAT=6744.0923,NS=N,LONG=2702.6446,EW=E,T=0.33,U=86.8,T1=24.884,T2=24.868,T3=25.036,T4=24.988,UVB1=0.124,UVB2=0.010,UVB3=0.102,UVB4=0.012,SR4=1140.657,SR5=228.131,SR6=1273.861,SR7=245.739,AntHeight=410,GeoidHeight=22
2009.05.05 06:39:30,GPSD=050509,GPST=063929.000,LAT=6743.9657,NS=N,LONG=2703.2028,EW=E,T=0.28,U=86.7,T1=24.891,T2=25.116,T3=25.109,T4=24.927,UVB1=0.152,UVB2=0.013,UVB3=0.120,UVB4=0.014,SR4=1693.378,SR5=317.700,SR6=1818.927,SR7=337.604,AntHeight=411,GeoidHeight=22
2009.05.05 06:39:40,GPSD=050509,GPST=063939.000,LAT=6743.8385,NS=N,LONG=2703.7692,EW=E,T=0.24,U=87.0,T1=24.903,T2=25.227,T3=25.116,T4=24.866,UVB1=0.133,UVB2=0.018,UVB3=0.106,UVB4=0.023,SR4=1342.760,SR5=303.155,SR6=1378.741,SR7=313.107,AntHeight=408,GeoidHeight=22
2009.05.05 06:39:50,GPSD=050509,GPST=063949.000,LAT=6743.7154,NS=N,LONG=2704.3242,EW=E,T=0.16,U=86.8,T1=24.918,T2=25.132,T3=25.013,T4=24.774,UVB1=0.125,UVB2=0.013,UVB3=0.101,UVB4=0.016,SR4=1156.733,SR5=304.686,SR6=1289.938,SR7=316.169,AntHeight=407,GeoidHeight=21
2009.05.05 06:40:00,GPSD=050509,GPST=063959.000,LAT=6743.5954,NS=N,LONG=2704.8793,EW=E,T=0.14,U=87.2,T1=24.926,T2=24.857,T3=24.853,T4=24.774,UVB1=0.131,UVB2=0.013,UVB3=0.104,UVB4=0.017,SR4=1185.059,SR5=302.389,SR6=1260.847,SR7=307.748,AntHeight=405,GeoidHeight=21
2009.05.05 06:40:10,GPSD=050509,GPST=064009.000,LAT=6743.4743,NS=N,LONG=2705.4500,EW=E,T=0.08,U=87.5,T1=24.941,T2=24.857,T3=24.807,T4=25.262,UVB1=0.140,UVB2=0.014,UVB3=0.111,UVB4=0.025,SR4=1587.733,SR5=307.748,SR6=1763.043,SR7=311.575,AntHeight=403,GeoidHeight=21
2009.05.05 06:40:20,GPSD=050509,GPST=064019.000,LAT=6743.3496,NS=N,LONG=2706.0218,EW=E,T=0.06,U=87.5,T1=24.960,T2=25.097,T3=24.964,T4=25.293,UVB1=0.123,UVB2=0.015,UVB3=0.104,UVB4=0.029,SR4=1152.140,SR5=293.968,SR6=1257.019,SR7=295.499,AntHeight=407,GeoidHeight=21
2009.05.05 06:40:30,GPSD=050509,GPST=064029.000,LAT=6743.2156,NS=N,LONG=2706.5984,EW=E,T=0.04,U=87.6,T1=24.971,T2=25.219,T3=25.105,T4=25.446,UVB1=0.115,UVB2=0.008,UVB3=0.093,UVB4=0.022,SR4=1080.179,SR5=227.366,SR6=1118.456,SR7=235.021,AntHeight=388,GeoidHeight=21
2009.05.05 06:40:40,GPSD=050509,GPST=064039.000,LAT=6743.0727,NS=N,LONG=2707.1651,EW=E,T=0.04,U=87.9,T1=24.979,T2=25.139,T3=25.128,T4=25.446,UVB1=0.123,UVB2=0.012,UVB3=0.098,UVB4=0.026,SR4=1150.609,SR5=271.767,SR6=1186.590,SR7=268.705,AntHeight=374,GeoidHeight=21
2009.05.05 06:40:50,GPSD=050509,GPST=064049.000,LAT=6742.9257,NS=N,LONG=2707.7286,EW=E,T=0.06,U=88.1,T1=24.990,T2=24.884,T3=25.078,T4=25.018,UVB1=0.114,UVB2=0.015,UVB3=0.092,UVB4=0.018,SR4=1077.117,SR5=255.691,SR6=1113.098,SR7=257.988,AntHeight=363,GeoidHeight=21
2009.05.05 06:41:00,GPSD=050509,GPST=064059.000,LAT=6742.7830,NS=N,LONG=2708.2888,EW=E,T=0.12,U=88.3,T1=24.998,T2=24.842,T3=24.933,T4=25.049,UVB1=0.126,UVB2=0.008,UVB3=0.103,UVB4=0.013,SR4=1146.016,SR5=278.657,SR6=1253.957,SR7=291.671,AntHeight=357,GeoidHeight=21
2009.05.05 06:41:10,GPSD=050509,GPST=064109.000,LAT=6742.6423,NS=N,LONG=2708.8617,EW=E,T=0.20,U=88.1,T1=25.006,T2=25.070,T3=24.811,T4=25.140,UVB1=0.147,UVB2=0.019,UVB3=0.118,UVB4=0.025,SR4=1720.172,SR5=439.421,SR6=1839.597,SR7=431.766,AntHeight=357,GeoidHeight=21
2009.05.05 06:41:20,GPSD=050509,GPST=064119.000,LAT=6742.5069,NS=N,LONG=2709.4221,EW=E,T=0.22,U=88.0,T1=25.006,T2=25.212,T3=24.884,T4=24.988,UVB1=0.145,UVB2=0.014,UVB3=0.113,UVB4=0.018,SR4=1524.959,SR5=359.039,SR6=1524.959,SR7=368.991,AntHeight=356,GeoidHeight=21
2009.05.05 06:41:30,GPSD=050509,GPST=064129.000,LAT=6742.3724,NS=N,LONG=2709.9777,EW=E,T=0.22,U=87.5,T1=25.006,T2=25.162,T3=25.032,T4=24.927,UVB1=0.120,UVB2=0.017,UVB3=0.097,UVB4=0.020,SR4=934.726,SR5=261.050,SR6=1001.329,SR7=271.767,AntHeight=361,GeoidHeight=21
2009.05.05 06:41:40,GPSD=050509,GPST=064139.000,LAT=6742.2425,NS=N,LONG=2710.5426,EW=E,T=0.18,U=87.6,T1=25.040,T2=24.910,T3=25.105,T4=24.805,UVB1=0.106,UVB2=0.018,UVB3=0.083,UVB4=0.021,SR4=933.195,SR5=277.126,SR6=974.535,SR7=276.361,AntHeight=363,GeoidHeight=21
2009.05.05 06:41:50,GPSD=050509,GPST=064149.000,LAT=6742.1091,NS=N,LONG=2711.1121,EW=E,T=0.16,U=88.0,T1=25.029,T2=24.826,T3=25.124,T4=24.805,UVB1=0.102,UVB2=0.012,UVB3=0.082,UVB4=0.015,SR4=807.646,SR5=214.352,SR6=874.249,SR7=219.710,AntHeight=363,GeoidHeight=21
2009.05.05 06:42:00,GPSD=050509,GPST=064159.000,LAT=6741.9816,NS=N,LONG=2711.6840,EW=E,T=0.12,U=88.3,T1=25.017,T2=25.040,T3=25.029,T4=24.774,UVB1=0.103,UVB2=0.010,UVB3=0.082,UVB4=0.012,SR4=901.043,SR5=212.055,SR6=957.693,SR7=215.883,AntHeight=358,GeoidHeight=21
2009.05.05 06:42:10,GPSD=050509,GPST=064209.000,LAT=6741.8491,NS=N,LONG=2712.2601,EW=E,T=0.12,U=88.4,T1=25.006,T2=25.200,T3=24.876,T4=25.232,UVB1=0.095,UVB2=0.011,UVB3=0.077,UVB4=0.021,SR4=751.762,SR5=187.558,SR6=822.192,SR7=187.558,AntHeight=357,GeoidHeight=21
2009.05.05 06:42:20,GPSD=050509,GPST=064219.000,LAT=6741.7208,NS=N,LONG=2712.8242,EW=E,T=0.14,U=88.7,T1=24.990,T2=25.185,T3=24.803,T4=25.293,UVB1=0.101,UVB2=0.012,UVB3=0.082,UVB4=0.024,SR4=930.899,SR5=259.519,SR6=972.238,SR7=255.691,AntHeight=363,GeoidHeight=21
2009.05.05 06:42:30,GPSD=050509,GPST=064229.000,LAT=6741.5953,NS=N,LONG=2713.3833,EW=E,T=0.14,U=88.8,T1=24.971,T2=24.941,T3=24.937,T4=25.354,UVB1=0.097,UVB2=0.012,UVB3=0.081,UVB4=0.021,SR4=814.536,SR5=238.083,SR6=908.698,SR7=240.380,AntHeight=366,GeoidHeight=21
